H           H                       H2                                              1.00E+00     0.00      0.0    0.99999.  0     
HCO+        CH3CHO                  CH3CHOH+    CO                                  3.40E-09    -0.50      0.0   10.41000.  5 A IN
HCN         HCO+                    HCNH+       CO                                  3.10E-09    -0.50      0.0  205.  565.  5 A IN
NH          O                       OH          N                                   1.16E-11     0.00      0.0  250. 3000.  5 A NN
CH4         S+                      HCS+        H2          H                       2.00E-11     0.00      0.0   10.41000.  5 A IN
H2CO        S+                      H2S+        CO                                  3.35E-10    -0.50      0.0   10.41000.  5 A IN
HCO+        C3                      C3H+        CO                                  2.00E-09     0.00      0.0   10.41000.  5 C IN
C3                                  C2          C                                   1.30E-17     0.00    559.5   10.41000.  2 C CR
C3H2+       E-                      C3          H           H                       6.00E-08    -0.50      0.0   10.  300.  5 C DR
C3H2+       E-                      C3          H2                                  6.00E-08    -0.50      0.0   10.  300.  5 C DR
NH3+        E-                      NH2         H                                   1.55E-07    -0.50      0.0   10.  300.  5 A DR
He+         HNC                     NH+         C           He                      5.00E-10    -0.50      0.0   10.41000.  5 C IN
HCO+        CH2CO                   CH3CO+      CO                                  1.80E-09    -0.50      0.0   10.41000.  5 A IN
H2C3H+      E-                      C2H2        CH                                  5.00E-08    -0.50      0.0   10.  300.  5 A DR
He+         CN                      N+          C           He                      8.80E-10    -0.50      0.0   10.41000.  5 C IN
H-          H                       H2          E-                                  1.30E-09     0.00      0.0   10.41000.  5 C AD
H2CO        S+                      HS          HCO+                                3.35E-10    -0.50      0.0   10.41000.  5 A IN
SiNC+       E-                      Si          CN                                  3.00E-07    -0.50      0.0   10.  300.  5 C DR
HNC         Si+                     SiNC+       H                                   1.00E-09    -0.50      0.0   10.41000.  5 C IN
C+          SiO                     Si+         CO                                  5.40E-10    -0.50      0.0   10.41000.  5 C IN
C+          O2                      CO          O+                                  6.20E-10     0.00      0.0   10.41000.  5 A IN
C+          NO                      NO+         C                                   5.20E-10     0.00      0.0   10.41000.  5 A CE
N+          CO                      NO+         C                                   1.45E-10     0.00      0.0   10.41000.  5 A IN
H+          NO                      NO+         H                                   2.90E-09     0.00      0.0   10.  300.  5 A CE
NO          S+                      S           NO+                                 3.70E-10     0.00      0.0   10.41000.  5 A CE
H+          O2                      O2+         H                                   2.00E-09     0.00      0.0   10.  300.  5 A CE
C+          HC3N                    C4N+        H                                   1.40E-09    -0.50      0.0   10.41000.  5 A IN
H           SiH+                    Si+         H2                                  1.90E-09     0.00      0.0   10.41000.  5 C IN
Si          HCO+                    SiH+        CO                                  1.60E-09     0.00      0.0   10.41000.  5 C IN
O           SiN+                    SiO+        N                                   1.00E-09     0.00      0.0   10.41000.  5 C IN
C+          Na                      Na+         C                                   1.10E-09     0.00      0.0   10.41000.  5 C CE
H3+         Na                      Na+         H2          H                       2.10E-09     0.00      0.0   10.41000.  5 B IN
Na          HCO+                    HCO         Na+                                 2.60E-09     0.00      0.0   10.41000.  5 C CE
CH3+        HC3N                    CH3C3NH+                                        8.60E-11    -1.40      0.0   10.  300.  5 C RA
S+          C3H                     C3S+        H                                   1.00E-09    -0.50      0.0   10.41000.  5 C IN
H+          C2S                     C2S+        H                                   1.00E-09    -0.50      0.0   10.  300.  5 C CE
H+          HC3N                    HC3N+       H                                   4.00E-09    -0.50      0.0   10.41000.  5 C CE
C+          CH3C3N                  C4H3+       CN                                  5.00E-09     0.00      0.0   10.41000.  5 C IN
C+          CH3C3N                  C3N         C2H3+                               2.00E-09     0.00      0.0   10.41000.  5 C IN
Si+         C3H                     SiC3+       H                                   1.00E-09    -0.50      0.0   10.41000.  5 C IN
SiNH2+      E-                      SiN         H2                                  1.50E-07    -0.50      0.0   10.  300.  5 C DR
O           SiNCH+                  SiN         HCO+                                2.00E-10     0.00      0.0   10.41000.  5 C IN
C+          CH                      C2+         H                                   3.80E-10    -0.50      0.0   10.41000.  5 C IN
He+         C3N                     CN          C2+         He                      8.00E-09    -0.50      0.0   10.41000.  5 C IN
He+         C2H                     C2+         He          H                       5.10E-10     0.00      0.0   10.41000.  5 C IN
H+          C2H                     C2+         H2                                  1.50E-09     0.00      0.0   10.41000.  5 C IN
S+          C3H2                    HC3S+       H                                   1.00E-09    -0.50      0.0   10.41000.  5 C IN
S+          H2CCC                   HC3S+       H                                   1.00E-09    -0.50      0.0   10.41000.  5 C IN
C2H3        Si+                     SiC2H2+     H                                   1.00E-09    -0.50      0.0   10.41000.  5 C IN
Si+         C4H                     SiC4+       H                                   1.00E-09    -0.50      0.0   10.41000.  5 C IN
Si+         C3H3                    SiC3H2+     H                                   1.00E-09    -0.50      0.0   10.41000.  5 C IN
H+          SiC2H                   SiC2H+      H                                   1.50E-09    -0.50      0.0   10.  300.  5 C CE
H+          SiC2H                   SiC2+       H2                                  1.50E-09    -0.50      0.0   10.41000.  5 C IN
H+          C3S                     C3S+        H                                   1.00E-09    -0.50      0.0   10.  300.  5 C CE
H+          C4S                     C4S+        H                                   1.00E-09    -0.50      0.0   10.  300.  5 C CE
Si+         C3H2                    SiC3H+      H                                   1.00E-09    -0.50      0.0   10.41000.  5 C IN
Si+         H2CCC                   SiC3H+      H                                   1.00E-09    -0.50      0.0   10.41000.  5 C IN
H+          SiCH3                   SiCH3+      H                                   1.50E-09     0.00      0.0   10.  300.  5 C CE
H+          SiCH3                   SiCH2+      H2                                  1.50E-09     0.00      0.0   10.41000.  5 C IN
C+          CH3C5N                  C6H3+       CN                                  5.00E-09    -0.50      0.0   10.41000.  5 C IN
N           C7H                     C7N         H                                   1.70E-11     0.00      0.0   10.  300.  5 C NN
C4H         C4H3+                   C8H3+       H                                   1.00E-09    -0.50      0.0   10.41000.  5 C IN
CH4         C7H2+                   C8H4+       H2                                  1.00E-09     0.00      0.0   10.41000.  5 C IN
C3H2        C3H3+                   C6H4+       H                                   1.00E-09    -0.50      0.0   10.41000.  5 C IN
CH4         C5H2+                   C6H4+       H2                                  2.00E-10     0.00      0.0   10.41000.  5 C IN
H2CCC       H2C3H+                  C6H4+       H                                   1.00E-09    -0.50      0.0   10.41000.  5 C IN
C           C4H3                    C5H2        H                                   3.00E-10     0.00      0.0   10.  300.  5 C NN
H3C9N+      E-                      C9N         H2          H                       1.00E-06    -0.30      0.0   10.  300.  5 C DR
H3C9N+      E-                      HC9N        H2                                  1.00E-06    -0.30      0.0   10.  300.  5 C DR
O           SiNC+                   SiN+        CO                                  1.00E-10     0.00      0.0   10.41000.  5 C IN
H2          C4N+                    C3H+        HCN                                 2.20E-11     0.00      0.0   10.41000.  5 B IN
SiN+        E-                      Si          N                                   2.00E-07    -0.50      0.0   10.  300.  5 C DR
SiNH2+      E-                      HNSi        H                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
C           SiNH2+                  SiNC+       H2                                  1.00E-10     0.00      0.0   10.  300.  5 C IN
C           SiNH2+                  SiNCH+      H                                   1.00E-10     0.00      0.0   10.  300.  5 C IN
NH3         Si+                     SiNH2+      H                                   6.40E-10    -0.50      0.0   10.41000.  5 B IN
SiNCH+      E-                      SiN         CH                                  1.50E-07    -0.50      0.0   10.  300.  5 C DR
SiNCH+      E-                      SiNC        H                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
C           CH3CCH                  C4H3        H                                   2.70E-10    -0.11      0.0   10.  300.  5 C NN
C4H2+       HC5N                    H3C9N+                                          2.00E-12    -2.50      0.0   10.  300.  5 C RA
C+          HNSi                    SiNC+       H                                   2.00E-09     0.00      0.0   10.41000.  5 C IN
He+         HNSi                    SiN+        He          H                       2.00E-09     0.00      0.0   10.41000.  5 C IN
H3O+        HNSi                    SiNH2+      H2O                                 2.00E-09     0.00      0.0   10.41000.  5 C IN
O           SiNC                    SiN         CO                                  1.00E-11     0.00      0.0   10.  300.  5 C NN
C3H5+       E-                      CH3CCH      H                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
C           C3H5+                   C4H3+       H2                                  1.00E-09     0.00      0.0   10.41000.  5 C IN
C3H5+       E-                      C3H3        H2                                  1.50E-07    -0.50      0.0   10.  300.  5 C DR
CH4         C2H3+                   C3H5+       H2                                  2.00E-10     0.00      0.0   10.41000.  5 A IN
CH4         C2H2+                   C3H5+       H                                   6.64E-10     0.00      0.0   10.41000.  5 A IN
NH3         HCO+                    CO          NH4+                                2.20E-09    -0.50      0.0   10.41000.  5 A IN
HCO+        CH3OH                   CH3OH2+     CO                                  2.70E-09    -0.50      0.0   10.41000.  5 A IN
H3+         CH3OH                   CH3OH2+     H2                                  8.40E-10    -0.50      0.0   10.41000.  5 A IN
HCO+        CH3CN                   CH3CNH+     CO                                  4.10E-09    -0.50      0.0   10.41000.  5 A IN
CH          NO                      HCN         O                                   1.20E-10    -0.13      0.0   13. 3790.  5 A NN
HNC         HCO+                    HCNH+       CO                                  3.10E-09    -0.50      0.0   10.41000.  5 C IN
CO          HN2+                    HCO+        N2                                  8.80E-10     0.00      0.0   10.41000.  5 A IN
HCO+        H2S                     H3S+        CO                                  1.60E-09    -0.50      0.0   10.41000.  5 B IN
H2S                                 S           H2                                  1.30E-17     0.00   2577.0   10.41000.  2 C CR
He+         C2H2                    CH+         CH          He                      7.70E-10     0.00      0.0   10.41000.  5 A IN
CH5+        E-                      CH2         H2          H                       4.76E-08    -0.52      0.0   10.  300.  5 A DR
O2                                  O           O                                   1.30E-17     0.00    375.5   10.41000.  2 C CR
N           NO                      N2          O                                   3.75E-11     0.00     26.0  100. 4000.  5 A NN
C+          O2                      CO+         O                                   3.80E-10     0.00      0.0   10.41000.  5 A IN
He+         O2                      O+          O           He                      1.10E-09     0.00      0.0   10.41000.  5 A IN
C2H         O2                      HCO         CO                                  4.00E-12     0.00      0.0   10. 2500.  5 A NN
CH          NO                      HCO         N                                   1.16E-11    -0.13      0.0   13.  708.  5 C NN
He+         C2H2                    C2H+        He          H                       8.75E-10     0.00      0.0   10.41000.  5 A IN
C2H                                 C2H+        E-                                  1.30E-17     0.00   2500.0   10.41000.  2 A CR
He+         H2CCCC                  C2H+        C2H         He                      1.00E-09     0.00      0.0   10.41000.  5 C IN
H           C2H3+                   C2H2+       H2                                  6.80E-11     0.00      0.0   10.41000.  5 A IN
C2H2                                C2H2+       E-                                  1.30E-17     0.00    654.5   10.41000.  2 C CR
CO                                  O           C                                   1.30E-17     1.17    105.0   10.41000.  2 C CR
C2H2                                C2H         H                                   1.30E-17     0.00   2577.5   10.41000.  2 C CR
C2H2        HCO+                    CO          C2H3+                               1.40E-09     0.00      0.0   10.41000.  5 A IN
H3+         C2H2                    C2H3+       H2                                  3.50E-09     0.00      0.0   10.41000.  5 A IN
H3+         CO                      HOC+        H2                                  2.70E-11     0.00      0.0   10.41000.  5 A IN
O2                                  O2+         E-                                  1.30E-17     0.00     58.5   10.41000.  2 C CR
N+          CO                      CO+         N                                   8.25E-10     0.00      0.0   10.41000.  5 A CE
NO                                  O           N                                   1.30E-17     0.00    231.0   10.41000.  2 C CR
H3+         NO                      HNO+        H2                                  1.10E-09     0.00      0.0   10.41000.  5 A IN
He+         NO                      O           N+          He                      1.40E-09     0.00      0.0   10.41000.  5 A IN
HNO+        E-                      NO          H                                   3.00E-07    -0.50      0.0   10.  300.  5 C DR
H2O         C2H5+                   C2H4        H3O+                                1.40E-09    -0.50      0.0   10.41000.  5 A IN
C2H4        HCO+                    C2H5+       CO                                  1.40E-09     0.00      0.0   10.41000.  5 C IN
H3+         C2H4                    C2H5+       H2                                  1.15E-09     0.00      0.0   10.41000.  5 A IN
H3+         CH3CHO                  C2H5+       H2O                                 7.59E-10    -0.50      0.0   10.41000.  5 A IN
CH          O2                      CO          OH                                  2.60E-11     0.00      0.0  298.  298.  5 A NN
CH          NO                      CO          NH                                  1.99E-10     0.00      0.0  298.  298.  5 A NN
CH          NO                      CN          OH                                  1.40E-10     0.00      0.0  298.  298.  5 A NN
H3+         CH3CHO                  CH3CHOH+    H2                                  1.52E-09    -0.50      0.0   10.41000.  5 A IN
H3+         CH3CHO                  H3O+        C2H4                                1.04E-09    -0.50      0.0   10.41000.  5 A IN
CN          O2                      OCN         O                                   1.86E-11    -0.13    -40.0   13. 4526.  5 A NN
C+          OCN                     CO+         CN                                  3.80E-09     0.00      0.0   10.41000.  5 C IN
H3+         CH2CN                   CH3CN+      H2                                  3.70E-09    -0.50      0.0   10.41000.  5 C IN
He+         OCN                     CN+         O           He                      3.00E-09     0.00      0.0   10.41000.  5 C IN
C+          NH                      CN+         H                                   7.80E-10    -0.50      0.0   10.41000.  5 C IN
C+          H2CCCC                  C4H2+       C                                   1.31E-09     0.00      0.0   10.  300.  5 A CE
HCO+        C4H                     C4H2+       CO                                  1.40E-09    -0.50      0.0   10.41000.  5 C IN
H2CCCC                              C4H2+       E-                                  1.30E-17     0.00    559.5   10.41000.  2 C CR
H3O+        C4H                     C4H2+       H2O                                 1.10E-09    -0.50      0.0   10.41000.  5 C IN
C+          C2H2                    C3H+        H                                   2.20E-09     0.00      0.0   10.41000.  5 A IN
He+         C3H2                    C3H+        He          H                       1.00E-09    -0.50      0.0   10.41000.  5 C IN
H           C3H2+                   C3H+        H2                                  6.00E-11     0.00      0.0   10.41000.  5 A IN
H           H3S+                    H2S+        H2                                  6.00E-11     0.00      0.0   10.41000.  5 C IN
O2          S+                      SO+         O                                   1.50E-11     0.00      0.0   10.41000.  5 A IN
H           HS+                     S+          H2                                  1.10E-10     0.00      0.0   10.41000.  5 C IN
C+          SO                      S+          CO                                  2.60E-10    -0.50      0.0   10.41000.  5 C IN
He+         SO                      S+          O           He                      8.30E-10    -0.50      0.0   10.41000.  5 C IN
H           H2S+                    HS+         H2                                  2.00E-10     0.00      0.0   10.41000.  5 C IN
HCO+        S                       HS+         CO                                  3.30E-10     0.00      0.0   10.41000.  5 C IN
O2          OCN                     CO2         NO                                  1.32E-12     0.00      0.0  298.  298.  5 A NN
CO          HCO2+                   CO2         HCO+                                7.80E-10     0.00      0.0   10.41000.  5 C IN
HCO2+       E-                      CO2         H                                   6.00E-08    -0.64      0.0   10.  300.  5 A DR
H           C2H4+                   C2H3+       H2                                  3.00E-10     0.00      0.0   10.41000.  5 A IN
C3O                                 CO          C2                                  1.30E-17     0.00   3304.5   10.41000.  2 C CR
C2H                                 C2          H                                   1.30E-17     0.00   2500.0   10.41000.  2 A CR
C3H2+       E-                      C2          CH2                                 3.00E-08    -0.50      0.0   10.  300.  5 C DR
H3O+        C3H                     C3H2+       H2O                                 2.00E-09    -0.50      0.0   10.41000.  5 C IN
HCO+        C3H                     C3H2+       CO                                  1.40E-09    -0.50      0.0   10.41000.  5 C IN
H3+         C3H                     C3H2+       H2                                  2.00E-09    -0.50      0.0   10.41000.  5 C IN
H+          C3H2                    C3H2+       H                                   2.00E-09    -0.50      0.0   10.41000.  5 C CE
CH3+        OH                      H2CO+       H2                                  7.20E-10    -0.50      0.0   10.41000.  5 C IN
H           C2H3                    C2H2        H2                                  3.32E-11     0.00      0.0  300. 2500.  5 A NN
C2H4                                C2H2        H2                                  1.30E-17     0.00   1881.0   10.41000.  2 C CR
H3+         C2H4                    C2H3+       H2          H2                      1.15E-09     0.00      0.0   10.41000.  5 A IN
H3O+        C2H4                    C2H5OH2+                                        2.40E-14    -2.80      0.0   10.  300.  5 C RA
C+          C2H4                    H2C3H+      H                                   1.02E-09     0.00      0.0   10.41000.  5 A IN
He+         C2H4                    C2H2+       He          H2                      2.20E-09     0.00      0.0   10.41000.  5 A IN
C2H5OH2+    E-                      C2H4        H2O         H                       1.50E-07    -0.50      0.0   10.  300.  5 C DR
C+          CH2CN                   CH2CN+      C                                   2.00E-09    -0.50      0.0   10.  300.  5 C CE
He+         CH2CN                   CN          CH2+        He                      3.30E-09    -0.50      0.0   10.41000.  5 C IN
C+          NH3                     HCN+        H2                                  7.00E-11    -0.50      0.0   10.41000.  5 A IN
C+          C4H                     C5+         H                                   1.00E-09    -0.50      0.0   10.41000.  5 C IN
C+          C3H2                    C4H+        H                                   1.00E-09    -0.50      0.0   10.41000.  5 C IN
H3O+        C3H2                    C3H3+       H2O                                 3.00E-09    -0.50      0.0   10.41000.  5 C IN
HCO+        C3H2                    C3H3+       CO                                  1.40E-09    -0.50      0.0   10.41000.  5 C IN
H3+         C3H2                    C3H3+       H2                                  2.00E-09    -0.50      0.0   10.41000.  5 C IN
H           HS                      S           H2                                  2.50E-11     0.00      0.0  300. 2500.  5 C NN
NO          HS+                     HS          NO+                                 4.50E-10     0.00      0.0   10.41000.  5 A CE
C+          SO2                     SO+         CO                                  2.30E-09    -0.50      0.0   10.41000.  5 A IN
H+          SO                      SO+         H                                   3.20E-09    -0.50      0.0   10.41000.  5 C CE
C+          SO                      SO+         C                                   2.60E-10    -0.50      0.0   10.41000.  5 C CE
He+         SO2                     SO+         O           He                      2.97E-09    -0.50      0.0   10.41000.  5 A IN
Si          O2                      SiO         O                                   1.72E-10    -0.53     17.0   10.  300.  5 C NN
HF          Si+                     SiF+        H                                   5.70E-09    -0.50      0.0   10.41000.  5 A IN
C+          SO                      CS+         O                                   2.60E-10    -0.50      0.0   10.41000.  5 C IN
NH          S+                      NS+         H                                   6.30E-10    -0.50      0.0   10.41000.  5 C IN
N+          CO2                     CO2+        N                                   7.50E-10     0.00      0.0   10.41000.  5 A CE
HCO+        C6H                     C6H2+       CO                                  2.00E-09    -0.50      0.0   10.41000.  5 C IN
C+          C6H2                    C7+         H2                                  1.20E-09    -0.50      0.0   10.41000.  5 C IN
C+          C3O                     C3+         CO                                  3.33E-10    -0.50      0.0   10.41000.  5 C IN
He+         C3O                     C3+         O           He                      1.00E-09    -0.50      0.0   10.41000.  5 C IN
C+          C3H2                    C4+         H2                                  1.00E-09    -0.50      0.0   10.41000.  5 C IN
He+         H2CCCC                  C4+         He          H2                      1.00E-09     0.00      0.0   10.41000.  5 C IN
HCO+        SO                      HSO+        CO                                  7.50E-10    -0.50      0.0   10.41000.  5 C IN
H3+         SO                      HSO+        H2                                  1.90E-09    -0.50      0.0   10.41000.  5 C IN
OH          SO                      SO2         H                                   8.60E-11     0.00      0.0  298.  298.  5 A NN
O           SO                      SO2                                             3.20E-16    -1.50      0.0   10.  300.  5 C RA
HSO+        E-                      SO          H                                   2.00E-07    -0.50      0.0   10.  300.  5 C DR
NO                                  NO+         E-                                  1.30E-17     0.00    247.0   10.41000.  2 C CR
NO          O2+                     O2          NO+                                 4.60E-10     0.00      0.0   10.41000.  5 A CE
NO          HNO+                    HNO         NO+                                 7.00E-10     0.00      0.0   10.41000.  5 A CE
H3O+        C3H3                    CH3CCH+     H2O                                 2.00E-09    -0.50      0.0   10.41000.  5 C IN
HCO+        C3H3                    CH3CCH+     CO                                  1.40E-09    -0.50      0.0   10.41000.  5 C IN
H3+         C3H3                    CH3CCH+     H2                                  2.00E-09    -0.50      0.0   10.41000.  5 C IN
CH3CCH+     E-                      C3H3        H                                   2.56E-06    -0.67      0.0   10.  300.  5 A DR
C2          CH4                     C3H3        H                                   1.50E-11     0.00      0.0   24.  300.  5 B NN
CH3CCH                              C3H3        H                                   1.30E-17     0.00   1642.0   10.41000.  2 C CR
HCO+        HC3N                    HC3NH+      CO                                  4.00E-09    -0.50      0.0   10.41000.  5 A IN
N           C3H2                    HC3N        H                                   1.00E-13     0.00      0.0   10.  300.  5 C NN
O           NS                      SO          N                                   1.00E-11     0.00      0.0  133.  300.  5 C NN
NH          S                       NS          H                                   1.00E-10     0.00      0.0   10.  300.  5 C NN
HCO+        SiO                     SiOH+       CO                                  7.90E-10    -0.50      0.0   10.41000.  5 C IN
H3O+        SiC                     HCSi+       H2O                                 3.00E-09    -0.50      0.0   10.41000.  5 C IN
HCO+        SiC                     HCSi+       CO                                  2.00E-09    -0.50      0.0   10.41000.  5 C IN
H3+         SiC                     HCSi+       H2                                  3.00E-09    -0.50      0.0   10.41000.  5 C IN
C+          SiN                     SiC+        N                                   1.00E-09    -0.50      0.0   10.41000.  5 C IN
C+          SiC2                    SiC2+       C                                   2.00E-09    -0.50      0.0   10.  300.  5 C CE
HCO+        C2S                     HC2S+       CO                                  1.00E-09    -0.50      0.0   10.41000.  5 C IN
C2H2        S+                      HC2S+       H                                   9.50E-10     0.00      0.0   10.41000.  5 C IN
CO          S                       OCS                                             1.60E-17    -1.50      0.0   10.  300.  5 A RA
C2H2        O2+                     CH2CO+      O                                   1.30E-10     0.00      0.0   10.41000.  5 B IN
HCO+        H2CCCC                  C4H3+       CO                                  1.40E-09     0.00      0.0   10.41000.  5 C IN
H3+         H2CCCC                  C4H3+       H2                                  2.60E-09     0.00      0.0   10.41000.  5 A IN
H3O+        H2CCCC                  C4H3+       H2O                                 1.10E-09     0.00      0.0   10.41000.  5 A IN
C+          H2CCCC                  C5H+        H                                   1.45E-09     0.00      0.0   10.41000.  5 A IN
H2CCCC                              C4H         H                                   1.30E-17     0.00    865.0   10.41000.  2 C CR
H2CCCC                              C2H         C2H                                 1.30E-17     0.00    865.0   10.41000.  2 C CR
HCO+        CH3C3N                  CH3C3NH+    CO                                  4.00E-09     0.00      0.0   10.41000.  5 C IN
H3+         CH3C3N                  CH3C3NH+    H2                                  9.00E-09     0.00      0.0   10.41000.  5 C IN
C2H2        Si+                     SiC2H+      H                                   2.50E-10     0.00      0.0   10.41000.  5 A IN
Si+         H2CCCC                  C4H+        SiH                                 1.60E-09     0.00      0.0   10.41000.  5 A IN
H2O         HOCS+                   H3O+        OCS                                 3.40E-09    -0.50      0.0   10.41000.  5 A IN
HCO+        C3N                     HC3N+       CO                                  3.70E-09    -0.50      0.0   10.41000.  5 C IN
H3+         C3N                     HC3N+       H2                                  9.00E-09    -0.50      0.0   10.41000.  5 C IN
H3O+        C3N                     HC3N+       H2O                                 2.00E-09    -0.50      0.0   10.41000.  5 C IN
N           C5H5+                   H3C5N+      H2                                  1.00E-10     0.00      0.0   10.41000.  5 C IN
N           CH3C4H+                 H3C5N+      H                                   1.00E-10     0.00      0.0   10.41000.  5 C IN
C2H4        Si+                     SiC2H3+     H                                   2.24E-10     0.00      0.0   10.41000.  5 B IN
He+         C2H2                    C2+         He          H2                      1.61E-09     0.00      0.0   10.41000.  5 A IN
He+         C3O                     CO          C2+         He                      1.00E-09    -0.50      0.0   10.41000.  5 C IN
HCO+        C3S                     HC3S+       CO                                  1.00E-09    -0.50      0.0   10.41000.  5 C IN
S+          H2CCCC                  HC4S+       H                                   4.80E-10     0.00      0.0   10.41000.  5 C IN
HCO+        C4S                     HC4S+       CO                                  1.00E-09    -0.50      0.0   10.41000.  5 C IN
S           C4H3+                   HC4S+       H2                                  1.00E-09     0.00      0.0   10.41000.  5 C IN
C+          C8H                     C9+         H                                   1.40E-09    -0.50      0.0   10.41000.  5 C IN
HCO+        SiC2H                   SiC2H2+     CO                                  2.00E-09    -0.50      0.0   10.41000.  5 C IN
C2H4        Si                      SiC2H2      H2                                  1.85E-10    -0.34     16.0   15.  300.  5 B NN
CH4         Si+                     SiCH4+                                          4.00E-16    -1.50      0.0   10.  300.  5 C RA
HCO+        SiCH3                   SiCH4+      CO                                  2.00E-09     0.00      0.0   10.41000.  5 C IN
C2H2        SO+                     H2CS+       CO                                  7.20E-10     0.00      0.0   10.41000.  5 B IN
HCO+        C5N                     HC5N+       CO                                  3.00E-09    -0.50      0.0   10.41000.  5 C IN
H3+         C2N                     C2NH+       H2                                  9.00E-09     0.00      0.0   10.41000.  5 C IN
H2O         C2N+                    C2NH+       OH                                  8.50E-11    -0.50      0.0   10.41000.  5 A IN
HCO+        CH3C5N                  CH3C5NH+    CO                                  4.00E-09    -0.50      0.0   10.41000.  5 C IN
H3+         CH3C5N                  CH3C5NH+    H2                                  9.00E-09    -0.50      0.0   10.41000.  5 C IN
C2H2        C2N+                    HC4N+       H                                   2.00E-10     0.00      0.0   10.41000.  5 A IN
H2O         SiCH3+                  SiCH2       H3O+                                2.00E-09    -0.50      0.0   10.41000.  5 C IN
C2H2        SiC2H+                  SiC4H+      H2                                  2.00E-11     0.00      0.0   10.41000.  5 A IN
HCO+        CH3C6H                  C7H5+       CO                                  2.00E-09     0.00      0.0   10.41000.  5 C IN
H3+         CH3C6H                  C7H5+       H2                                  2.50E-09     0.00      0.0   10.41000.  5 C IN
HCO+        C7H2                    C7H3+       CO                                  2.50E-09    -0.50      0.0   10.41000.  5 C IN
H3+         C7H2                    C7H3+       H2                                  3.00E-09    -0.50      0.0   10.41000.  5 C IN
C+          C7H2                    C8H+        H                                   1.20E-09    -0.50      0.0   10.41000.  5 C IN
C+          C7H2                    C8+         H2                                  1.20E-09    -0.50      0.0   10.41000.  5 C IN
C3H2        C4H3+                   CH3C6H+     H                                   1.50E-09    -0.50      0.0   10.41000.  5 C IN
H+          CH3C6H                  CH3C6H+     H                                   2.00E-09     0.00      0.0   10.  300.  5 C CE
HCO+        C8H2                    C8H3+       CO                                  1.40E-09    -0.50      0.0   10.41000.  5 C IN
H3+         C8H2                    C8H3+       H2                                  2.00E-09    -0.50      0.0   10.41000.  5 C IN
C4H2+       H2CCCC                  C8H3+       H                                   1.00E-09     0.00      0.0   10.41000.  5 C IN
C+          C8H2                    C9H+        H                                   1.20E-09    -0.50      0.0   10.41000.  5 C IN
C+          C8H2                    C9+         H2                                  1.20E-09    -0.50      0.0   10.41000.  5 C IN
C2H         C6H2                    C8H2        H                                   1.06E-10    -0.25      0.0   10.  300.  5 C NN
HCO+        C6H2                    C6H3+       CO                                  1.40E-09    -0.50      0.0   10.41000.  5 C IN
H3+         C6H2                    C6H3+       H2                                  2.00E-09    -0.50      0.0   10.41000.  5 C IN
C+          C6H2                    C7H+        H                                   1.20E-09    -0.50      0.0   10.41000.  5 C IN
C2H         H2CCCC                  C6H2        H                                   1.06E-10    -0.25      0.0   10.  300.  5 C NN
H3O+        H2CCC                   H2C3H+      H2O                                 3.00E-09    -0.50      0.0   10.41000.  5 C IN
HCO+        C9H                     C9H2+       CO                                  3.00E-09    -0.50      0.0   10.41000.  5 C IN
C3H2        C6H2+                   C9H2+       H2                                  6.00E-10    -0.50      0.0   10.41000.  5 C IN
H3+         C9H                     C9H2+       H2                                  4.00E-09    -0.50      0.0   10.41000.  5 C IN
C3H3+       C6H                     C9H2+       H2                                  7.50E-10    -0.50      0.0   10.41000.  5 C IN
H2C3H+      C6H                     C9H2+       H2                                  7.50E-10    -0.50      0.0   10.41000.  5 C IN
H2          C9H+                    C9H2+       H                                   1.00E-17     0.00      0.0   10.  300.  5 C IN
C4H         C5H2+                   C9H2+       H                                   1.20E-09    -0.50      0.0   10.41000.  5 C IN
C3H3+       C6H2                    C9H3+       H2                                  1.00E-09    -0.50      0.0   10.41000.  5 C IN
H2C3H+      C6H2                    C9H3+       H2                                  1.00E-09    -0.50      0.0   10.41000.  5 C IN
C4H2+       H2CCCC                  C8H4+                                           1.00E-13    -2.00      0.0   10.  300.  5 C RA
C3H3+       C5H2                    C8H4+       H                                   1.00E-09    -0.50      0.0   10.41000.  5 C IN
H2C3H+      C5H2                    C8H4+       H                                   1.00E-09    -0.50      0.0   10.41000.  5 C IN
C2H3+       C6H2                    C8H4+       H                                   3.00E-10    -0.50      0.0   10.41000.  5 C IN
HCO+        CH3C4H                  C5H5+       CO                                  2.00E-09     0.00      0.0   10.41000.  5 C IN
H3+         CH3C4H                  C5H5+       H2                                  2.50E-09     0.00      0.0   10.41000.  5 C IN
C+          CH3C4H                  C6H3+       H                                   2.00E-09     0.00      0.0   10.41000.  5 C IN
CH3C4H                              C4H         CH3                                 1.30E-17     0.00    750.0   10.41000.  2 A CR
CH4         C4H3+                   C5H5+       H2                                  5.00E-10     0.00      0.0   10.41000.  5 C IN
HCO+        C7H                     C7H2+       CO                                  3.00E-09    -0.50      0.0   10.41000.  5 C IN
HCO+        C5H2                    C5H3+       CO                                  2.50E-09    -0.50      0.0   10.41000.  5 C IN
